OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
296,09/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",11,371,762,753,0,45,185,0,42,25,188,0,190,207,0,813,187,0,0,0,1,2,1,101
297,09/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,8,299,57,310,0,3,20,1,0,0,9,0,0,0,0,0,43,0,0,0,0,48,4,14
298,09/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,62,0,0,2,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1
299,09/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,379,226,226,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
300,09/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,09/23/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",6,244,402,555,0,23,49,5,30,16,137,4,54,137,0,642,121,0,0,0,4,23,1,25
320,09/23/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",11,391,582,704,0,45,94,0,41,26,196,0,100,228,0,808,181,0,0,0,1,7,1,32
321,09/23/2020 10:00:00 AM,Staff: State and Local Affected Facilities,8,301,58,314,0,0,21,1,0,0,10,0,0,31,0,0,43,0,0,0,0,57,4,14
322,09/23/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,62,0,0,0,0,1,0,0,0,0,0,41,0,0,27,0,0,0,0,1,0,1
323,09/23/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,381,243,243,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0
324,09/23/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,09/30/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",3,215,191,360,0,0,53,42,14,16,139,4,45,157,0,417,242,0,0,0,2,20,51,64
326,09/30/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,341,287,489,0,0,102,101,11,26,196,0,101,213,0,586,367,0,0,0,0,9,100,102
327,09/30/2020 10:00:00 AM,Staff: State and Local Affected Facilities,8,304,36,316,0,0,21,0,0,0,9,0,0,33,0,1,45,0,0,0,0,74,4,14
328,09/30/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,45,0,0,0,0,0,0,0,0,0,0,41,0,0,27,0,0,0,0,1,0,1
329,09/30/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,384,247,247,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0
330,09/30/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,10/07/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",3,221,266,471,0,0,36,32,50,0,107,0,39,2,0,504,209,5,0,0,0,23,52,2
332,10/07/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,411,451,625,0,0,58,101,67,0,130,0,92,6,0,525,392,0,0,0,0,13,100,0
333,10/07/2020 10:00:00 AM,Staff: State and Local Affected Facilities,8,309,283,283,0,0,21,4,0,0,0,0,0,36,0,1,45,0,0,0,0,80,4,14
334,10/07/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,27,0,0,0,0,1,0,1
335,10/07/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,386,250,250,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0
336,10/07/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,10/14/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",3,256,492,378,0,0,37,42,61,4,69,0,12,106,1,604,216,38,0,0,10,25,52,3
338,10/14/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,426,718,501,0,0,59,101,69,4,76,0,1,179,0,661,324,49,0,0,1,14,100,3
339,10/14/2020 10:00:00 AM,Staff: State and Local Affected Facilities,9,311,284,284,0,0,21,7,0,0,0,0,0,36,0,0,45,0,0,0,0,79,0,14
340,10/14/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,11,0,0,0,0,0,41,0,0,27,0,0,0,0,0,0,1
341,10/14/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,389,252,252,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0
342,10/14/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
361,10/21/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",4,138,623,355,5,0,24,10,33,24,119,29,16,122,0,613,220,38,0,0,3,62,55,8
362,10/21/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,228,894,397,0,0,19,0,42,42,162,10,7,203,0,662,372,49,0,0,0,80,102,5
363,10/21/2020 10:00:00 AM,Staff: State and Local Affected Facilities,9,307,67,286,0,0,21,16,0,4,0,0,0,36,0,6,59,0,0,0,0,82,0,0
364,10/21/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,63,0,0,0,0,72,0,0,0,0,0,41,0,0,28,0,0,0,0,0,0,0
365,10/21/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,390,254,254,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0
366,10/21/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,10/28/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",48,201,490,446,0,0,30,34,44,30,118,29,11,131,0,762,276,33,0,0,3,50,59,47
416,10/28/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",91,346,688,519,0,0,23,101,30,51,162,10,6,204,0,1039,400,49,0,0,0,70,102,79
417,10/28/2020 10:00:00 AM,Staff: State and Local Affected Facilities,10,289,44,288,0,0,47,17,0,4,0,1,0,8,0,8,60,0,0,0,0,85,7,15
418,10/28/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,46,0,0,0,7,87,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,1
419,10/28/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,394,260,260,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0
420,10/28/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,11/04/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",53,267,815,527,6,0,50,36,45,35,93,25,15,113,0,721,340,33,0,0,0,56,59,56
440,11/04/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",101,368,1098,682,1,0,72,101,32,60,128,10,6,104,0,1008,468,49,0,0,0,76,102,82
441,11/04/2020 10:00:00 AM,Staff: State and Local Affected Facilities,25,294,44,330,0,0,47,23,0,7,0,1,0,45,0,6,63,0,0,0,1,101,9,16
442,11/04/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,3,46,3,0,0,7,92,0,0,0,0,0,44,0,0,28,0,0,0,1,0,0,1
443,11/04/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,398,261,261,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0
444,11/04/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
469,11/11/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",97,334,807,610,7,0,26,50,46,38,15,25,28,177,0,710,391,0,0,0,0,69,62,36
470,11/11/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",186,489,1172,804,4,0,56,105,32,64,20,10,13,203,0,863,580,0,0,0,0,105,103,43
471,11/11/2020 10:00:00 AM,Staff: State and Local Affected Facilities,27,303,75,331,0,0,48,23,0,7,0,6,0,46,0,6,64,0,0,0,1,104,10,0
472,11/11/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,63,0,0,0,7,93,0,0,0,0,0,44,0,0,28,0,0,0,1,0,0,0
473,11/11/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,429,267,267,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0
474,11/11/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
475,11/18/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",172,335,1143,811,17,0,83,23,46,39,158,32,77,234,19,943,428,34,0,0,2,129,76,69
476,11/18/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",297,513,1688,1029,34,0,122,25,32,65,196,10,107,256,60,1160,673,49,0,0,1,149,121,115
477,11/18/2020 10:00:00 AM,Staff: State and Local Affected Facilities,56,351,92,368,0,0,50,25,0,7,0,15,0,46,0,8,65,0,0,0,1,122,12,18
478,11/18/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,6,88,4,0,0,7,93,0,0,0,0,0,46,0,0,28,0,0,0,1,0,0,1
479,11/18/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,436,284,284,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0
480,11/18/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
481,11/18/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",172,333,1143,811,17,0,83,23,46,39,158,32,77,234,19,944,428,34,0,0,2,129,76,69
482,11/18/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",297,515,1688,1029,34,0,122,25,32,65,196,10,107,256,60,1159,673,49,0,0,1,149,121,115
483,11/18/2020 10:00:00 AM,Staff: State and Local Affected Facilities,56,351,92,368,0,0,50,25,0,7,0,15,0,46,0,8,65,0,0,0,1,122,12,18
484,11/18/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,6,88,4,0,0,7,93,0,0,0,0,0,46,0,0,28,0,0,0,1,0,0,1
485,11/18/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,436,284,284,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0
486,11/18/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
487,11/18/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",172,333,1143,811,17,0,83,23,46,39,158,32,77,234,19,944,428,34,0,0,2,129,76,69
488,11/18/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",297,515,1688,1029,34,0,122,25,32,65,196,10,107,256,60,1159,673,49,0,0,1,149,121,115
489,11/18/2020 10:00:00 AM,Staff: State and Local Affected Facilities,56,351,92,368,0,0,50,25,0,7,0,15,0,46,0,8,65,0,0,0,1,122,12,18
490,11/18/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,6,88,4,0,0,7,93,0,0,0,0,0,46,0,0,28,0,0,0,1,0,0,1
491,11/18/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,436,284,284,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0
492,11/18/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
493,11/18/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",172,333,1143,811,17,0,83,23,46,39,158,32,77,234,19,944,428,34,0,0,2,129,76,69
494,11/18/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",297,515,1688,1029,34,0,122,25,32,65,196,10,107,256,60,1159,673,49,0,0,1,149,121,115
495,11/18/2020 10:00:00 AM,Staff: State and Local Affected Facilities,56,351,92,368,0,0,50,25,0,7,0,15,0,46,0,8,65,0,0,0,1,122,12,18
496,11/18/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,6,88,4,0,0,7,93,0,0,0,0,0,46,0,0,28,0,0,0,1,0,0,1
497,11/18/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,436,284,284,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0
498,11/18/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
499,11/25/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",277,357,1418,934,21,1,95,79,91,40,218,53,145,322,19,1202,525,36,0,0,3,177,80,82
500,11/25/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",417,535,1921,1215,42,0,177,163,140,65,229,23,256,370,61,1550,841,49,0,0,1,207,127,117
501,11/25/2020 10:00:00 AM,Staff: State and Local Affected Facilities,108,363,105,413,0,0,57,26,0,7,11,26,0,49,0,11,66,0,0,0,0,125,13,23
502,11/25/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,5,94,5,0,0,7,95,0,0,0,0,0,46,0,0,28,0,0,0,0,0,0,1
503,11/25/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,437,338,338,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0
504,11/25/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,11/25/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",277,357,1418,934,21,1,95,79,91,40,218,53,145,322,19,1202,525,36,0,0,3,177,80,82
506,11/25/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",417,535,1921,1215,42,0,177,163,140,65,226,23,256,370,61,1550,841,49,0,0,1,207,127,117
507,11/25/2020 10:00:00 AM,Staff: State and Local Affected Facilities,108,363,105,413,0,0,57,26,0,7,11,26,0,49,0,11,66,0,0,0,0,125,13,23
508,11/25/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,5,94,5,0,0,7,95,0,0,0,0,0,46,0,0,28,0,0,0,0,0,0,1
509,11/25/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,437,338,338,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0
510,11/25/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,12/02/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",302,300,1529,1044,29,1,136,88,63,42,315,83,148,383,20,1450,502,36,0,0,23,222,81,107
512,12/02/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",431,455,2008,1372,42,0,235,177,114,65,359,58,267,408,61,1796,797,50,0,0,15,253,127,149
513,12/02/2020 10:00:00 AM,Staff: State and Local Affected Facilities,182,374,132,442,0,11,63,26,0,9,11,30,0,59,0,11,78,0,0,0,0,144,19,24
514,12/02/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,7,110,5,0,2,11,97,0,0,0,0,0,63,0,0,28,0,0,0,0,1,0,3
515,12/02/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,444,359,359,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
516,12/02/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,12/02/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",302,299,1529,1044,29,1,136,88,63,42,315,83,148,383,20,1450,502,36,0,0,23,222,81,107
518,12/02/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",431,455,2008,1372,42,0,235,177,114,65,359,58,267,408,61,1796,797,50,0,0,15,253,127,149
519,12/02/2020 10:00:00 AM,Staff: State and Local Affected Facilities,182,374,132,442,0,11,63,26,0,9,11,30,0,59,0,11,78,0,0,0,0,144,19,24
520,12/02/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,7,110,5,0,2,11,97,0,0,0,0,0,63,0,0,28,0,0,0,0,1,0,3
521,12/02/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,444,359,359,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
522,12/02/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,12/09/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",373,397,1678,1108,37,3,214,102,56,44,374,118,181,418,19,1375,476,38,0,0,27,276,86,108
524,12/09/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",506,579,2224,1348,45,0,354,215,57,68,404,112,297,442,61,1702,800,50,0,0,16,332,142,149
525,12/09/2020 10:00:00 AM,Staff: State and Local Affected Facilities,95,69,139,135,0,11,44,27,0,0,11,40,0,53,0,12,85,0,0,0,0,62,20,24
526,12/09/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,7,121,5,0,2,30,98,0,0,0,0,0,44,0,0,28,0,0,0,0,2,8,3
527,12/09/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,16,45,45,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
528,12/09/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
529,12/09/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",373,397,1678,1108,37,3,214,102,56,44,374,118,181,418,19,1375,476,38,0,0,27,276,86,108
530,12/09/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",506,579,2224,1348,45,0,354,215,57,68,404,112,297,442,61,1702,800,50,0,0,16,332,142,149
531,12/09/2020 10:00:00 AM,Staff: State and Local Affected Facilities,95,69,139,135,0,11,44,27,0,0,11,40,0,53,0,12,85,0,0,0,0,62,20,24
532,12/09/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,7,121,5,0,2,30,98,0,0,0,0,0,44,0,0,28,0,0,0,0,2,8,3
533,12/09/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,16,45,45,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
534,12/09/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
535,12/16/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1174,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
536,12/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1468,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
537,12/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,106,86,111,131,0,11,55,27,0,9,14,40,0,61,2,15,85,0,0,0,0,76,35,26
538,12/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
539,12/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,28,49,49,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
540,12/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
541,12/16/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1164,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
542,12/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1467,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
543,12/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,106,86,111,131,0,11,55,27,0,9,14,40,0,61,2,15,85,0,0,0,0,76,35,26
544,12/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
545,12/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,28,49,49,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
546,12/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
547,12/16/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1164,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
548,12/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1467,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
549,12/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,266,338,111,431,0,11,76,27,0,9,14,40,0,61,2,15,85,0,0,0,0,196,35,26
550,12/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
551,12/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,425,412,412,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0
552,12/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
553,12/16/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1164,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
554,12/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1467,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
555,12/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,266,338,111,431,0,11,76,27,0,9,14,40,0,61,2,15,85,0,0,0,0,196,35,26
556,12/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
557,12/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,425,412,412,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0
558,12/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
559,12/16/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1164,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
560,12/16/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1467,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
561,12/16/2020 10:00:00 AM,Staff: State and Local Affected Facilities,266,338,111,431,0,11,76,27,0,9,14,40,0,61,2,15,85,0,0,0,0,196,35,26
562,12/16/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
563,12/16/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,425,412,412,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0
564,12/16/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
589,12/23/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",404,488,2010,1201,42,5,259,147,93,56,359,137,212,420,48,1797,591,39,0,0,34,448,96,119
590,12/23/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",472,661,2516,1468,50,1,518,281,159,80,365,129,340,422,126,2230,968,50,0,0,24,582,150,167
591,12/23/2020 10:00:00 AM,Staff: State and Local Affected Facilities,277,347,185,462,0,11,87,27,0,9,14,40,0,81,2,10,94,0,0,0,0,224,40,42
592,12/23/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,9,163,5,0,2,54,101,0,1,0,0,0,64,0,0,34,0,0,0,0,2,21,30
593,12/23/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,459,449,449,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0
594,12/23/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0
601,12/30/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",406,437,2038,1098,40,15,280,146,113,37,461,172,250,439,56,1668,633,41,0,0,41,432,104,91
602,12/30/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",475,592,2496,1322,67,2,542,280,165,59,492,134,374,428,130,2156,1039,51,0,0,34,533,171,136
603,12/30/2020 10:00:00 AM,Staff: State and Local Affected Facilities,299,372,196,492,0,11,90,27,0,9,14,27,0,85,0,16,94,0,0,0,0,299,41,49
604,12/30/2020 10:00:00 AM,Patients: State and Local Affected Facilities,0,11,180,5,0,2,54,101,0,1,0,0,0,64,0,0,34,0,0,0,0,12,21,36
605,12/30/2020 10:00:00 AM,Inmates: State and Local Affected Facilities,0,378,486,486,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0
606,12/30/2020 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0
607,12/30/2020 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",406,437,2038,1098,40,15,280,146,113,37,461,172,250,439,56,1668,633,41,0,0,41,432,104,91
608,12/30/2020 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",475,592,2496,1322,67,2,542,280,165,59,492,134,374,428,130,2156,1039,51,0,0,34,533,171,136
609,12/30/2020 10:00:00 AM,Staff: State and Local Affected Facilities,299,372,196,492,0,11,90,27,0,9,14,27,0,85,0,16,94,0,0,0,0,299,41,49
